监测时间,水温,pH,高锰酸盐指数,氨氮,总磷,总氮,溶解氧
2022-05-23 16:00:00,25.68,8.299,9.75,0.028,0.141,4.908,13.738
2022-05-23 20:00:00,24.32,8.174,9.57,0.03,0.139,4.746,11.861
2022-05-24 00:00:00,23.59,8.021,9.29,0.025,0.138,5.063,8.984
2022-05-24 04:00:00,22.94,7.898,8.74,0.029,0.124,4.909,7.405
2022-05-24 08:00:00,23.33,7.876,8.59,0.042,0.12,4.852,7.752
2022-05-24 12:00:00,25.52,8.171,9.56,0.038,0.115,4.6,12.289
2022-05-24 16:00:00,26.96,8.271,10.06,0.043,0.109,4.533,16.188
2022-05-24 20:00:00,25.04,8.145,9.64,0.038,0.114,4.296,11.996
2022-05-25 00:00:00,23.72,8.021,9.64,0.038,0.114,4.296,7.983
2022-05-25 04:00:00,23.47,7.87,8.68,0.07,0.115,4.292,6.909
2022-05-25 08:00:00,24.19,7.824,8.35,0.055,0.097,4.3,6.815
2022-05-25 12:00:00,26.12,8.144,9.09,0.047,0.099,3.853,10.666
2022-05-25 16:00:00,24.92,8.23,9.73,0.046,0.1,3.95,11.517
2022-05-25 20:00:00,23.6,8.129,9.38,0.051,0.108,4.18,8.448
2022-05-26 00:00:00,22.99,8.004,9.38,0.051,0.108,4.18,6.881
2022-05-26 04:00:00,22.88,7.851,9.32,0.059,0.111,3.84,6.135
2022-05-26 08:00:00,23.71,7.829,8.96,0.063,0.095,3.529,6.304
2022-05-26 12:00:00,24.96,8.103,9.23,0.048,0.093,3.789,9.087
2022-05-26 16:00:00,25.52,8.267,10.1,0.05,0.099,3.675,11.146
2022-05-26 20:00:00,24.2,8.131,10.05,0.044,0.098,3.743,9.647
2022-05-27 00:00:00,23.47,8.037,10.04,0.064,0.105,4.119,7.104
2022-05-27 04:00:00,22.87,7.879,9.38,0.062,0.102,3.961,5.922
2022-05-27 08:00:00,23.47,7.82,9,0.056,0.091,3.974,6.378
2022-05-27 12:00:00,25.17,8.054,9.36,0.062,0.084,4.006,9.44
2022-05-27 16:00:00,25.52,8.194,9.69,0.061,0.082,4.132,11.066
2022-05-27 20:00:00,24.2,8.133,10.09,0.073,0.091,4.43,9.343
2022-05-28 00:00:00,23.47,7.989,9.73,0.089,0.101,4.304,6.71
2022-05-28 04:00:00,23.13,7.831,9.29,0.083,0.089,3.967,5.707
2022-05-28 08:00:00,24.07,7.789,9.29,0.08,0.08,3.795,5.498
2022-05-28 12:00:00,25.11,8.016,9.89,0.085,0.08,3.901,7.804
2022-05-28 16:00:00,26.12,8.197,11.71,0.1,0.084,4.689,10.673
2022-05-28 20:00:00,24.79,8.104,11.59,0.118,0.084,5.106,9.52
2022-05-29 00:00:00,23.47,7.945,9.86,0.085,0.08,4.419,6.598
2022-05-29 04:00:00,23.23,7.785,9.06,0.083,0.078,3.776,5.294
2022-05-29 08:00:00,24.19,7.739,8.77,0.088,0.067,3.509,5.173
2022-05-29 12:00:00,25.63,7.898,8.67,0.106,0.065,3.567,6.556
2022-05-29 16:00:00,26.15,8.064,8.77,0.104,0.064,3.919,8.096
2022-05-29 20:00:00,24.68,7.957,8.82,0.108,0.073,4.12,6.609
2022-05-30 00:00:00,23.48,7.862,8.87,0.11,0.073,4.071,5.487
2022-05-30 04:00:00,22.88,7.776,8.49,0.11,0.071,4.02,4.648
2022-05-30 08:00:00,23.84,7.734,8.03,0.109,0.061,4.083,5.079
2022-05-30 12:00:00,25.52,7.855,8.23,0.114,0.062,4.183,6.957
2022-05-30 16:00:00,26.25,7.967,8.26,0.099,0.061,4.526,7.779
2022-05-30 20:00:00,24.43,7.939,8.37,0.095,0.066,4.645,6.676
2022-05-31 00:00:00,23.49,7.857,8.37,0.095,0.066,4.645,5.393
2022-05-31 04:00:00,22.87,7.752,8.38,0.099,0.067,4.706,4.996
2022-05-31 08:00:00,23.33,7.72,7.51,0.094,0.065,4.81,4.873
2022-05-31 12:00:00,24.92,7.838,7.11,0.095,0.062,4.806,5.36
2022-05-31 16:00:00,25.27,7.935,6.74,0.102,0.06,4.986,6.032
2022-05-31 20:00:00,23.96,7.943,7.33,0.084,0.064,4.758,7.226
2022-06-01 00:00:00,23.35,7.844,7.33,0.084,0.064,4.758,5.761
2022-06-01 04:00:00,22.87,7.761,7.64,0.077,0.068,4.497,5.604
2022-06-01 08:00:00,23.59,7.722,7.24,0.098,0.061,3.973,5.555
2022-06-01 12:00:00,25.66,7.871,7.24,0.082,0.061,3.098,10.047
2022-06-01 16:00:00,26.96,7.886,7.09,0.075,0.057,2.576,16.507
2022-06-01 20:00:00,25.76,7.811,6.64,0.067,0.05,2.461,10.786
2022-06-02 00:00:00,24.2,7.773,6.64,0.067,0.05,2.461,7.966
2022-06-02 04:00:00,23.35,7.737,6.47,0.068,0.053,2.628,5.629
2022-06-02 08:00:00,24.2,7.671,6.74,0.097,0.057,2.899,5.941
2022-06-02 12:00:00,26.38,8.203,9.73,0.042,0.104,3.246,14.06
2022-06-02 16:00:00,28.05,8.331,10.26,0.025,0.113,3.074,12.769
2022-06-02 20:00:00,26.02,8.136,9.59,0.025,0.118,3.089,9.04
2022-06-03 00:00:00,24.68,8.051,9.59,0.025,0.118,3.089,7.011
2022-06-03 04:00:00,24.44,7.931,9.05,0.038,0.129,4.144,5.686
2022-06-03 08:00:00,25.4,7.921,8.13,0.036,0.101,3.9,5.838
2022-06-03 12:00:00,27.33,8.15,8.47,0.049,0.101,3.775,8.17
2022-06-03 16:00:00,28.05,8.237,8.32,0.055,0.099,3.787,9.076
2022-06-03 20:00:00,26.3,8.185,8.06,0.046,0.103,3.861,7.33
2022-06-04 00:00:00,25.52,8.065,8.06,0.046,0.103,3.861,5.752
2022-06-04 04:00:00,25.28,7.995,7.7,0.078,0.105,3.937,4.962
2022-06-04 08:00:00,24.75,7.966,7.25,0.063,0.097,4.005,4.66
2022-06-04 12:00:00,24.8,7.949,7.56,0.101,0.109,4.035,4.764
2022-06-04 16:00:00,25.28,8.002,7.56,0.103,0.112,4.036,5.79
2022-06-04 20:00:00,24.44,7.957,8.02,0.125,0.119,4.197,5.063
2022-06-05 00:00:00,23.96,7.922,8.02,0.125,0.119,4.197,4.926
2022-06-05 04:00:00,23.51,7.89,7.09,0.104,0.107,4.264,4.831
2022-06-05 08:00:00,23.96,7.917,6.67,0.072,0.094,4.141,4.884
2022-06-05 12:00:00,25.88,8.155,7.15,0.049,0.086,3.922,7.716
2022-06-05 16:00:00,27.45,8.3,7.78,0.038,0.09,3.747,9.606
2022-06-05 20:00:00,26.12,8.183,7.26,0.034,0.093,3.665,7.246
2022-06-06 00:00:00,24.32,8.114,7.26,0.034,0.093,3.665,5.508
2022-06-06 04:00:00,23.59,8.025,7.95,0.121,0.123,3.801,5.146
2022-06-06 08:00:00,24.67,7.948,7.62,0.058,0.113,3.628,4.603
2022-06-06 12:00:00,26.97,8.034,7.69,0.048,0.105,3.585,6.361
2022-06-06 16:00:00,28.3,8.243,7.38,0.054,0.1,3.594,8.593
2022-06-06 20:00:00,26.36,8.19,6.88,0.039,0.098,3.612,7.253
2022-06-07 00:00:00,24.85,8.078,6.88,0.051,0.098,3.612,5.734
2022-06-07 12:00:00,26.25,7.999,7.33,0.055,0.107,4.486,5.848
2022-06-07 16:00:00,26.12,8.032,7.89,0.109,0.115,4.03,6.157
2022-06-07 20:00:00,24.98,7.929,8.08,0.121,0.118,4.561,5.522
2022-06-08 00:00:00,24.2,7.93,7.54,0.092,0.111,3.932,5.215
2022-06-08 04:00:00,23.6,7.972,6.91,0.081,0.102,4.03,4.789
2022-06-08 08:00:00,24.44,7.969,6.21,0.061,0.092,4.033,4.652
2022-06-08 12:00:00,26.48,8.061,6.52,0.069,0.092,4.128,5.998
2022-06-08 16:00:00,27.33,8.174,6.71,0.074,0.089,4.136,7.716
2022-06-08 20:00:00,25.76,8.142,6.12,0.087,0.087,4.218,6.455
2022-06-09 00:00:00,24.81,8.061,6.12,0.087,0.087,4.218,5.351
2022-06-09 04:00:00,24.56,8.002,5.86,0.091,0.086,4.072,4.654
2022-06-09 08:00:00,25.15,7.957,5.63,0.074,0.08,4.159,4.513
2022-06-09 12:00:00,27.11,8.065,5.54,0.056,0.072,3.898,6.135
2022-06-09 20:00:00,23.84,7.987,6.75,0.171,0.078,4.744,4.935
2022-06-10 00:00:00,23.36,7.943,5.59,0.131,0.086,3.687,4.428
2022-06-10 04:00:00,23.41,7.911,5.34,0.127,0.086,3.898,4.214
2022-06-10 08:00:00,24.2,7.926,5.16,0.084,0.076,3.634,4.524
2022-06-10 12:00:00,24.68,8.188,6.89,0.025,0.093,3.737,8.55
2022-06-10 16:00:00,26.37,8.231,7.18,0.049,0.099,4.262,8.135
2022-06-10 20:00:00,25.52,8.144,7.29,0.071,0.1,4.544,6.953
2022-06-11 00:00:00,24.32,8.035,7.29,0.071,0.1,4.544,5.6
2022-06-11 04:00:00,24.08,8.014,7.29,0.06,0.112,4.046,5.019
2022-06-11 08:00:00,24.8,8.001,6.99,0.032,0.104,3.709,4.837
2022-06-11 12:00:00,26.51,8.037,7,0.062,0.107,3.769,5.234
2022-06-11 16:00:00,27.24,8.069,7.15,0.131,0.112,4.243,6.041
2022-06-11 20:00:00,25.76,8.077,7.45,0.093,0.111,3.927,6.034
2022-06-12 00:00:00,25.35,8.021,7.92,0.069,0.116,4.053,5.127
2022-06-12 04:00:00,24.59,7.981,7.86,0.056,0.113,4.099,5.008
2022-06-12 08:00:00,24.32,7.917,7.32,0.04,0.102,3.671,4.383
2022-06-12 12:00:00,26,8.039,7.06,0.042,0.1,3.377,5.877
2022-06-12 16:00:00,26.84,8.127,6.97,0.044,0.097,3.61,6.984
2022-06-12 20:00:00,25.76,8.129,7.47,0.031,0.096,3.687,6.417
2022-06-13 00:00:00,24.8,8.017,7.48,0.042,0.107,3.867,5.133
2022-06-13 04:00:00,24.56,7.958,7.74,0.041,0.103,4.074,4.553
2022-06-13 08:00:00,25.28,7.888,7.28,0.036,0.097,4.4,4.791
2022-06-13 12:00:00,26.48,7.936,7.93,0.051,0.134,3.695,4.916
2022-06-13 16:00:00,26.72,7.918,8.75,0.16,0.147,4.06,4.698
2022-06-13 20:00:00,26,7.858,8.44,0.167,0.135,3.755,4.416
2022-06-14 00:00:00,25.15,7.829,7.78,0.124,0.122,3.394,4.133
2022-06-14 04:00:00,24.15,7.867,7.54,0.058,0.114,3.822,3.933
2022-06-14 08:00:00,24.92,7.814,7.35,0.049,0.108,4.183,4.027
2022-06-14 12:00:00,26.25,7.902,8.29,0.057,0.117,4.207,5.065
2022-06-14 16:00:00,27.32,7.944,10.13,0.874,0.138,5.62,6.353
2022-06-14 20:00:00,26,7.851,9.59,0.537,0.129,4.963,4.958
2022-06-15 00:00:00,24.56,7.762,8.52,0.143,0.119,3.887,3.438
2022-06-15 04:00:00,24.31,7.696,7.89,0.053,0.109,3.899,2.654
2022-06-15 08:00:00,25.28,7.631,7.49,0.035,0.091,3.83,2.635
2022-06-15 12:00:00,27.43,8.109,7.41,0.038,0.092,3.871,8.297
2022-06-15 16:00:00,28.9,8.228,8.02,0.03,0.085,4.073,12.107
2022-06-15 20:00:00,27.02,8.074,6.57,0.028,0.077,3.86,9.851
2022-06-16 00:00:00,25.51,7.973,6.57,0.028,0.077,3.86,6.618
2022-06-16 04:00:00,24.32,7.9,6.14,0.051,0.079,3.615,5.355
2022-06-16 08:00:00,25.33,7.867,5.98,0.049,0.077,3.717,5.334
2022-06-16 12:00:00,25.76,8.181,8.16,0.025,0.091,3.504,16.828
2022-06-16 16:00:00,29.26,8.207,8.5,0.025,0.084,3.282,16.712
2022-06-16 20:00:00,28.29,8.061,7.42,0.025,0.074,3.252,14.805
2022-06-17 00:00:00,26.49,7.933,7.42,0.025,0.074,3.252,7.506
2022-06-17 04:00:00,25.28,7.881,6.87,0.069,0.083,3.755,5.099
2022-06-17 08:00:00,26,7.875,6.16,0.05,0.08,4.125,5.455
2022-06-17 12:00:00,28.29,8.14,6.88,0.031,0.082,3.742,11.122
2022-06-17 16:00:00,30.11,8.147,7.82,0.025,0.082,3.789,21.511
2022-06-17 20:00:00,28.77,8.026,7.55,0.025,0.076,3.776,21.22
2022-06-18 00:00:00,27.67,7.825,7.55,0.025,0.076,3.776,11.207
2022-06-18 04:00:00,26.57,7.71,7.06,0.028,0.071,3.84,7.174
2022-06-18 08:00:00,27.1,7.705,6.24,0.033,0.065,3.594,6.101
2022-06-18 12:00:00,28.9,7.958,6.53,0.045,0.065,3.482,9.432
2022-06-18 16:00:00,29.51,8.091,7.04,0.038,0.069,3.508,14.128
2022-06-18 20:00:00,28.18,7.957,6.08,0.061,0.062,3.483,10.155
2022-06-19 00:00:00,26.99,7.821,6.08,0.061,0.062,3.483,8.945
2022-06-19 04:00:00,25.88,7.745,5.37,0.053,0.055,3.586,6.943
2022-06-19 08:00:00,26.84,7.685,5.51,0.06,0.055,3.543,6.746
2022-06-19 12:00:00,29.02,7.862,5.5,0.073,0.054,3.429,9.421
2022-06-19 16:00:00,29.87,8.064,6.7,0.077,0.076,3.35,13.013
2022-06-19 20:00:00,28.45,8.01,6.63,0.076,0.073,3.549,9.206
2022-06-20 00:00:00,27.09,7.929,6.63,0.076,0.073,3.549,7.682
2022-06-20 04:00:00,26.45,7.818,5.28,0.096,0.059,3.457,6.396
2022-06-20 08:00:00,27.32,7.809,5.68,0.104,0.077,3.265,6.147
2022-07-04 16:00:00,29.52,8.218,7.32,0.045,0.092,3.427,21.532
2022-07-04 20:00:00,30.7,8.166,6.46,0.053,0.099,3.16,11.978
2022-07-05 00:00:00,29.5,8.168,5.21,0.054,0.09,3.227,8.414
2022-07-05 04:00:00,28.92,8.109,4.58,0.083,0.082,3.081,7.021
2022-07-05 08:00:00,29.39,8.119,5.18,0.098,0.091,3.349,7.453
2022-07-05 12:00:00,30.83,8.141,7.82,0.881,0.147,4.223,9.632
2022-07-05 16:00:00,30.6,7.943,8.21,0.338,0.173,4.565,5.683
2022-07-05 20:00:00,29.51,7.822,9.09,0.591,0.185,4.85,3.924
2022-07-06 00:00:00,29.02,7.713,9.09,0.591,0.185,4.85,2.763
2022-07-06 04:00:00,28.41,7.751,9.43,0.539,0.162,2.953,3.492
2022-07-06 08:00:00,28.66,7.781,8.21,0.598,0.143,3.759,3.983
2022-07-06 12:00:00,29.87,7.809,7.75,0.828,0.156,4.194,4.521
2022-07-06 16:00:00,30.84,7.81,7.59,1.236,0.159,4.566,4.665
2022-07-06 20:00:00,30.11,7.833,7.4,1.197,0.143,5.71,4.896
2022-07-07 00:00:00,29.38,7.86,7.4,1.197,0.143,5.71,5.053
2022-07-07 04:00:00,28.9,7.888,6.96,0.631,0.119,5.862,5.204
2022-07-07 08:00:00,29.25,7.914,7.06,0.485,0.123,6.015,5.514
2022-07-07 12:00:00,30.72,8.022,7.18,0.446,0.125,6.08,7.952
2022-07-07 16:00:00,31.33,8.2,7.67,0.62,0.123,6.394,12.88
2022-07-07 20:00:00,29.99,8.21,7.77,0.753,0.118,6.874,10.903
2022-07-08 00:00:00,28.89,8.128,7.77,0.753,0.118,6.874,7.662
2022-07-08 04:00:00,28.28,8.096,7.39,0.519,0.106,6.226,6.528
2022-07-08 08:00:00,28.78,8.155,7.23,0.227,0.1,6.049,7.615
2022-07-08 12:00:00,31.21,8.48,8.75,0.025,0.099,5.937,4.483205
2022-07-08 16:00:00,32.8,8.455,9.71,0.025,0.087,5.453,4.824155
2022-07-08 20:00:00,31.7,8.367,9.9,0.025,0.08,5.705,4.089
2022-07-09 00:00:00,30.6,8.112,9.9,0.025,0.08,5.705,27.072
2022-07-09 04:00:00,29.51,7.988,7.03,0.025,0.081,5.369,10.859
2022-07-09 08:00:00,29.18,8.09,6.83,0.025,0.085,5.159,10.228
2022-07-09 12:00:00,31.33,8.473,8.43,0.025,0.097,5.138,5.10501
2022-07-09 16:00:00,32.56,8.45,9.48,0.025,0.091,4.92,4.595355
2022-07-09 20:00:00,31.33,8.335,9.4,0.025,0.09,4.877,9.591275
2022-07-10 00:00:00,30.47,8.142,9.4,0.025,0.09,4.877,17.078
2022-07-10 04:00:00,29.5,8.048,7.06,0.025,0.087,4.535,9.859
2022-07-10 08:00:00,29.74,8.062,7.58,0.025,0.096,4.285,11.317
2022-07-10 12:00:00,30.72,8.484,9.13,0.025,0.104,4.451,27.026
2022-07-10 16:00:00,30.7,8.446,9.65,0.025,0.103,4.499,2.61117
2022-07-10 20:00:00,30.11,8.326,8.6,0.025,0.095,4.503,23.204
2022-07-11 00:00:00,29.13,8.204,8.6,0.025,0.095,4.503,11.256
2022-07-11 04:00:00,28.54,8.126,6.28,0.025,0.087,4.818,8.118
2022-07-11 08:00:00,28.77,8.09,6.06,0.025,0.096,4.673,7.962
2022-07-11 12:00:00,28.9,8.243,6.81,0.025,0.095,4.508,10.457
2022-07-11 16:00:00,28.89,8.425,7.16,0.025,0.087,4.432,20.783
2022-07-11 20:00:00,28.41,8.232,6.73,0.025,0.084,4.608,11.748
2022-07-12 00:00:00,27.69,8.16,6.73,0.025,0.084,4.608,7.634
2022-07-12 04:00:00,27.45,8.157,7.02,0.035,0.115,4.096,7.237
2022-07-12 08:00:00,27.09,8.046,7.81,0.038,0.136,3.655,6.247
2022-07-12 12:00:00,27.33,7.994,8.7,0.092,0.156,5.027,6.16
2022-07-12 16:00:00,27.58,7.871,9.68,0.311,0.168,3.623,4.983
2022-07-12 20:00:00,27.57,7.893,9.53,0.169,0.158,5.431,5.27
2022-07-13 00:00:00,27.11,7.81,9.53,0.169,0.158,5.431,4.65
2022-07-13 04:00:00,26.24,7.788,10.27,0.561,0.18,5.776,4.662
2022-07-13 08:00:00,26.01,7.749,11.26,0.467,0.19,6.013,4.126
2022-07-13 12:00:00,25.88,7.724,8.38,0.988,0.138,6.766,3.783
2022-07-13 16:00:00,26.72,7.657,12.69,1.331,0.208,8.125,3.26
2022-07-13 20:00:00,26.41,7.649,13.3,1.909,0.202,7.919,3.629
2022-07-14 00:00:00,26.12,7.615,13.3,1.909,0.202,7.919,2.757
2022-07-14 04:00:00,25.75,7.577,14.65,2.496,0.208,8.894,2.483
2022-07-14 08:00:00,26,7.549,13.85,2.206,0.201,7.845,2.522
2022-07-14 12:00:00,27.08,7.537,12.87,1.964,0.184,7.291,1.711
2022-07-14 16:00:00,27.57,7.563,12.48,1.903,0.17,6.999,1.924
2022-07-14 20:00:00,27.21,7.604,12.62,1.982,0.154,7.532,2.578
2022-07-15 00:00:00,26.96,7.646,12.62,1.982,0.154,7.532,3.275
2022-07-15 04:00:00,26.72,7.677,13.37,2.468,0.151,8.522,3.59
2022-07-15 08:00:00,26.48,7.694,13.6,3.064,0.167,9.263,3.775
2022-07-15 12:00:00,26.35,7.705,14.03,3.801,0.168,10.546,3.88
2022-07-15 16:00:00,26.72,7.707,13.87,4.39,0.183,11.551,3.997
2022-07-15 20:00:00,26.36,7.711,14.01,4.484,0.181,11.961,4.002
2022-07-16 00:00:00,26.01,7.721,13.4,4.32,0.181,11.618,4.158
2022-07-16 04:00:00,25.64,7.73,13.5,3.849,0.195,10.746,4.317
2022-07-16 08:00:00,25.41,7.726,12.25,3.335,0.192,10.225,3.969
2022-07-16 12:00:00,25.64,7.722,5.39,2.927,0.094,9.104,4.24
2022-07-16 16:00:00,25.51,7.739,4.91,2.236,0.09,7.795,3.436
2022-07-16 20:00:00,25.4,7.717,8.57,1.816,0.138,8.251,4.054
2022-07-17 00:00:00,25.28,7.711,10.16,1.521,0.167,8.046,4.051
2022-07-17 04:00:00,25.16,7.726,8.66,1.658,0.169,8.121,4.084
2022-07-17 08:00:00,25.28,7.701,10.69,1.834,0.187,7.785,3.61
2022-07-17 12:00:00,26.13,7.662,12.04,1.409,0.187,8.432,3.855
2022-07-17 16:00:00,26.84,7.616,12.31,0.58,0.19,8.967,3.339
2022-07-17 20:00:00,26.72,7.608,12.39,0.344,0.196,8.573,3.223
2022-07-18 00:00:00,26.36,7.631,12.39,0.344,0.196,8.573,3.429
2022-07-18 04:00:00,26.24,7.69,10.91,0.252,0.138,7.892,4.114
2022-07-18 08:00:00,26.48,7.693,11.84,0.208,0.138,8.185,4.18
2022-07-18 12:00:00,27.32,7.713,9.41,0.522,0.142,7.114,4.247
2022-07-18 16:00:00,27.69,7.717,11.51,0.956,0.144,8.101,4.227
2022-07-18 20:00:00,26.96,7.702,10.69,0.909,0.129,7.717,4.066
2022-07-19 00:00:00,26.87,7.683,10.07,0.816,0.114,7.568,3.798
2022-07-19 04:00:00,26.61,7.702,9.26,0.772,0.134,7.713,3.868
2022-07-19 08:00:00,26.36,7.712,8.57,0.743,0.14,7.867,3.87
2022-07-19 12:00:00,26.24,7.707,8.63,0.554,0.14,8.025,3.876
2022-07-19 16:00:00,26,7.719,8.09,0.438,0.134,7.779,3.952
2022-07-19 20:00:00,25.77,7.731,7.81,0.386,0.135,7.595,4.102
2022-07-20 00:00:00,25.4,7.749,7.8,0.264,0.134,7.331,4.359
2022-07-20 04:00:00,24.93,7.774,7.45,0.294,0.134,7.362,4.459
2022-07-20 08:00:00,25.15,7.758,7.57,0.454,0.137,7.567,4.159
2022-07-20 12:00:00,26.12,7.776,7.69,0.154,0.131,7.913,4.482
2022-07-20 16:00:00,26.85,7.873,7.42,0.05,0.122,8.429,5.652
2022-07-20 20:00:00,26.24,7.944,7.25,0.041,0.123,8.331,6.141
2022-07-21 00:00:00,25.88,7.953,7.3,0.05,0.126,8.268,6.08
2022-07-21 04:00:00,25.62,7.898,7.44,0.047,0.135,8.349,5.368
2022-07-21 08:00:00,25.64,7.934,7.47,0.127,0.134,8.257,5.771
2022-07-21 12:00:00,26.85,7.973,7.47,0.036,0.123,8.19,6.191
2022-07-21 16:00:00,27.94,7.975,7.29,0.043,0.116,8.313,6.171
2022-07-21 20:00:00,27.23,7.96,7.38,0.048,0.117,8.378,5.845
2022-07-22 00:00:00,26.85,7.926,7.66,0.046,0.119,8.791,5.39
2022-07-22 04:00:00,26.61,7.924,7.69,0.05,0.123,8.925,5.35
2022-07-22 08:00:00,25.87,7.943,7.53,0.146,0.124,6.293,5.58
2022-07-22 12:00:00,25.52,7.966,8.13,0.025,0.137,8.363,5.793
2022-07-22 16:00:00,25.76,7.97,6.59,0.025,0.125,8.47,5.929
2022-07-22 20:00:00,26,7.976,7.02,0.03,0.135,8.247,7.135
2022-07-23 00:00:00,25.52,7.929,7.02,0.03,0.135,8.247,5.638
2022-07-23 04:00:00,24.93,7.87,6.83,0.082,0.156,7.67,4.836
2022-07-23 08:00:00,25.03,7.876,6.45,0.07,0.144,7.312,5.109
2022-07-23 12:00:00,26.24,7.929,6.39,0.055,0.132,7.243,5.652
2022-07-23 16:00:00,26.95,7.812,5.84,1.073,0.144,6.552,4.033
2022-07-23 20:00:00,26.48,7.842,6.09,0.579,0.133,6.09,4.865
2022-07-24 00:00:00,26,7.924,6.23,0.146,0.139,5.535,5.552
2022-07-24 04:00:00,25.56,7.995,6.11,0.029,0.128,5.352,6.085
2022-07-24 08:00:00,25.52,8.043,5.99,0.025,0.129,5.247,6.44
2022-07-24 12:00:00,26.75,8.022,6.04,0.036,0.134,5.128,6.192
2022-07-24 16:00:00,27.69,8.054,6.02,0.05,0.131,5.656,6.894
2022-07-24 20:00:00,26.97,8.134,6.45,0.025,0.127,5.311,7.572
2022-07-25 00:00:00,26.49,8.153,6.33,0.025,0.131,5.341,7.45
2022-07-25 04:00:00,26,8.102,6.52,0.04,0.137,5.388,6.694
2022-07-25 08:00:00,26.12,8.077,6.51,0.025,0.133,7.099,6.546
2022-07-25 12:00:00,27.45,8.135,6.44,0.025,0.132,6.637,7.384
2022-07-25 16:00:00,27.21,8.158,6.24,0.025,0.134,6.738,7.433
2022-07-25 20:00:00,26.98,8.171,6.42,0.025,0.131,6.785,7.372
2022-07-26 00:00:00,26.38,8.173,6.37,0.025,0.132,6.803,7.172
2022-07-26 04:00:00,25.76,8.154,6.15,0.025,0.136,7.113,6.866
2022-07-26 08:00:00,25.83,8.138,6.12,0.025,0.136,7.073,6.799
2022-07-26 12:00:00,26.96,8.094,6.66,0.026,0.144,7.085,6.624
2022-07-26 16:00:00,27.59,8.058,7.13,0.055,0.141,6.629,7.3
2022-07-26 20:00:00,26.95,8.074,6.93,0.025,0.134,6.679,7.071
2022-07-27 00:00:00,26.48,8.102,6.77,0.025,0.137,6.744,7.078
2022-07-27 04:00:00,25.93,8.084,6.82,0.025,0.119,6.777,6.77
2022-07-27 08:00:00,25.51,8.05,6.33,0.04,0.117,6.296,6.501
2022-07-27 12:00:00,26.6,8.031,6.43,0.052,0.123,6.616,6.454
2022-07-27 16:00:00,26.86,8.014,5.99,0.044,0.112,6.083,6.448
2022-07-27 20:00:00,26.13,8.013,5.6,0.034,0.123,5.972,6.354
2022-07-28 00:00:00,25.88,7.98,5.59,0.117,0.124,6.284,5.945
2022-07-28 04:00:00,25.2,8.046,5.56,0.061,0.11,6.383,6.471
2022-07-28 08:00:00,25.51,7.958,5.56,0.061,0.11,6.383,5.004
2022-07-29 16:00:00,28.05,8.058,6.69,0.036,0.122,6.144,6.787
2022-07-29 20:00:00,26.97,8.062,6.69,0.036,0.122,6.144,6.697
2022-07-30 04:00:00,26,8.015,6.94,0.04,0.119,6.211,6.098
2022-07-30 08:00:00,26.37,7.968,6.1,0.095,0.11,6.059,5.613
2022-07-30 12:00:00,27.67,7.986,6.16,0.032,0.115,6.22,5.981
2022-07-30 16:00:00,28.29,8.009,5.94,0.025,0.119,6.469,6.203
2022-07-30 20:00:00,27.45,8.015,5.94,0.041,0.122,6.565,6.046
2022-07-31 00:00:00,26.96,8.01,5.91,0.051,0.122,6.57,5.93
2022-07-31 04:00:00,26.48,8.006,5.69,0.045,0.119,6.689,5.805
2022-07-31 08:00:00,26.48,7.998,5.6,0.053,0.121,6.713,5.627
2022-07-31 12:00:00,27.69,8.019,5.72,0.041,0.119,6.788,5.81
2022-07-31 16:00:00,29.02,8.071,5.97,0.049,0.131,6.86,6.2
2022-07-31 20:00:00,28.29,8.147,6.06,0.025,0.124,6.846,6.489
2022-08-01 00:00:00,27.93,8.157,6.06,0.025,0.124,6.846,6.305
2022-08-01 04:00:00,27.45,8.142,5.84,0.025,0.127,7.296,5.716
2022-08-01 08:00:00,27.21,8.119,5.64,0.036,0.128,7.691,5.333
2022-08-01 12:00:00,28.42,8.091,5.85,0.026,0.125,8.149,5.063
2022-08-01 16:00:00,29.55,8.099,5.77,0.029,0.13,8.165,5.094
2022-08-01 20:00:00,28.78,8.09,5.6,0.047,0.132,6.076,4.868
2022-08-02 00:00:00,28.41,8.077,5.44,0.028,0.126,6.432,4.801
2022-08-02 04:00:00,28.29,8.062,5.26,0.028,0.127,6.403,4.438
2022-08-02 08:00:00,28.44,8.048,5.2,0.055,0.129,6.511,4.065
2022-08-02 12:00:00,29.5,8.023,5.4,0.025,0.125,5.643,3.879
2022-08-02 16:00:00,30.35,8.002,5.42,0.025,0.125,5.437,3.969
2022-08-02 20:00:00,29.25,8.004,5.29,0.025,0.107,5.451,3.909
2022-08-03 00:00:00,29.02,8.005,5.29,0.025,0.107,5.451,3.781
2022-08-03 04:00:00,29.14,7.869,5.77,0.025,0.111,5.237,3.074
2022-08-03 08:00:00,29.18,7.806,5.58,0.025,0.119,5.247,2.366
2022-08-03 12:00:00,30.23,7.783,5.8,0.028,0.124,5.201,8.787
2022-08-03 16:00:00,30.84,8.328,6.27,0.025,0.136,5.544,11.333
2022-08-03 20:00:00,29.86,8.282,7.69,0.025,0.14,5.638,13.78
2022-08-04 00:00:00,29.86,8.146,7.69,0.025,0.14,5.638,13.017
2022-08-04 04:00:00,29.73,8.054,8.8,0.025,0.144,5.165,9
